id,cleaned_report_title,report_category_name,summary,text_content,is_waste,sample_task_id,sample_report_title,sample_report_text,user_id,created,updated,first_found,last_found,count,error_task_time,log_task_time,requeue_task_time,report_category_weight,predicted_task_time,predicted_task_status_error,predicted_task_status_completed,predicted_job_status,plugin
85,error strict error checking on caught the following error or file line error reading file this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at message file line in rendertasks file line in file line in strict error checking on caught the following error or warningn errormessage nif this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"strict error checking on, caught the following error or warning. error reading file. ",,,FALSE,,"Error: FailRenderException : Strict error checking on, caught the following error or warning.
Warning: file: C:/Users/sir.render/AppData/Local/Temp/tmpC574.tmp line 49: Error reading file. : //bstorage/projects/NJ/03_PREPRODUCTION/NJ00_PROPS/01_CG_PROPS/NJ_P_CG_JEFFERSON_SPACESHIP/04_RIG/JEFFERSON_PROXY_RIG_MST.ma
If this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking.
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\6059b6075cc6803a6cf7948e\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\6059b6075cc6803a6cf7948e\MayaBatch.py"", line 1357, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\6059b6075cc6803a6cf7948e\MayaBatch.py"", line 2668, in HandleErrorMessage
self.deadlinePlugin.FailRender( ""Strict error checking on, caught the following error or warning.\n"" + errorMessage + ""\nIf this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking."" )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
86,error strict error checking on caught the following error or warning error file line render failed if this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at message file line in rendertasks file line in file line in strict error checking on caught the following error or warningn errormessage nif this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"strict error checking on, caught the following error or warning. render failed",,,FALSE,,"Error: FailRenderException : Strict error checking on, caught the following error or warning.
Error: file: C:/Users/Administrator/AppData/Local/Temp/tmp4E83.tmp line 69: Render failed.
If this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking.
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE02\plugins\605a090893d30a3b34fe5ba3\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE02\plugins\605a090893d30a3b34fe5ba3\MayaBatch.py"", line 1361, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE02\plugins\605a090893d30a3b34fe5ba3\MayaBatch.py"", line 2668, in HandleErrorMessage
self.deadlinePlugin.FailRender( ""Strict error checking on, caught the following error or warning.\n"" + errorMessage + ""\nIf this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking."" )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
87,error file line cannot load scene please check the scene path then try opening the scene on the machine which ran this job to troubleshoot the problem at message file line in rendertasks file line in file line in errormessage at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"please check the scene path, then try opening the scene on the machine which ran this job to troubleshoot the problem",,,FALSE,,"Error: FailRenderException : Error: file: C:/Users/sir.render/AppData/Local/Temp/tmpEC90.tmp line 67: Cannot load scene ""//bstorage/projects/CL/03.PRODUCTION/11_CG/0060_CL_LR/0060_CL_LR_TK03.ma"". Please check the scene path, then try opening the scene on the machine which ran this job to troubleshoot the problem.
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\60536baaf557633d648c97e3\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\60536baaf557633d648c97e3\MayaBatch.py"", line 1361, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\60536baaf557633d648c97e3\MayaBatch.py"", line 2658, in HandleErrorMessage
self.deadlinePlugin.FailRender( errorMessage )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
88,error monitored managed process mayabatch has exited or been terminated at name at name at name file line in rendertasks file line in at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,monitored managed process mayabatch has exited or been terminated,,,FALSE,,"Error: ManagedProcessAbort : Monitored managed process ""MayaBatch"" has exited or been terminated.
at Deadline.Plugins.DeadlinePlugin.MonitoredManagedProcessExit(String name)
at FranticX.Processes.MonitoredManagedProcesses.VerifyMonitoredManagedProcess(String name)
at Deadline.Plugins.DeadlinePlugin.VerifyMonitoredManagedProcess(String name) (Python.Runtime.PythonException)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE02\plugins\6054e657f038053cd07a215e\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE02\plugins\6054e657f038053cd07a215e\MayaBatch.py"", line 1360, in WaitForProcess
self.VerifyMonitoredManagedProcess( self.ProcessName )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
89,event error onjoberror the network path was not found,the network path was not found,,,FALSE,,Event Error (OnJobError): The network path was not found. : '\\deadline\DeadlineRepository\events',,,,,,,,,,,,,,,,MayaBatch
90,error maya render executable was not found in the semicolon separated list cprogram the path to the render executable can be configured from the plugin configuration in the deadline monitor at message file line in startjob mayaexecutable file line in maya versionstring render executable was not found in the semicolon separated list mayaexelist the path to the render executable can be configured from the plugin configuration in the deadline monitor at args at outmessage abortlevel abortlevel at outmessage abortlevel,maya render executable was not found in the semicolon separated list,,,FALSE,,"Error: FailRenderException : Maya 2018_0 render executable was not found in the semicolon separated list ""C:\Program Files\Autodesk\Maya2018\bin\MayaBatch.exe;/usr/autodesk/maya2018/bin/maya;/Applications/Autodesk/maya2018/Maya.app/Contents/bin/maya;/usr/autodesk/mayaIO2018/bin/maya"". The path to the render executable can be configured from the Plugin Configuration in the Deadline Monitor.
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA12\plugins\602bb73105a6153020ec7e77\MayaBatch.py"", line 338, in StartJob
mayaExecutable = self.Process.RenderExecutable()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA12\plugins\602bb73105a6153020ec7e77\MayaBatch.py"", line 2558, in RenderExecutable
self.deadlinePlugin.FailRender( ""Maya "" + versionString + "" render executable was not found in the semicolon separated list \"""" + mayaExeList + ""\"". The path to the render executable can be configured from the Plugin Configuration in the Deadline Monitor."" )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.StartJob()
at Deadline.Plugins.DeadlinePlugin.DoStartJob()
at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
91,error dialog popup detected title error message unable to locate valid mayaappdir please specify writable directory where maya can store user data at message file line in rendertasks file line in selffailrender at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,unable to locate valid <>. please specify a writable directory where Maya can store user data,,,FALSE,,"Error: FailRenderException : Dialog popup detected: Title ""Error"", Message ""Unable to locate valid MAYA_APP_DIR. Please specify a writable directory where Maya can store user data.""
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\6021581dd10d910e0892f427\MayaBatch.py"", line 421, in RenderTasks
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\RYZEN01-_I05\plugins\6021581dd10d910e0892f427\MayaBatch.py"", line 1365, in WaitForProcess
self.FailRender( blockingDialogMessage )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
92,error strict error checking on caught the following error or file line could not open file this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at message file line in rendertasks file line in file line in strict error checking on caught the following error or warningn errormessage nif this error message is unavoidable but not fatal please email with the error message and disable the maya job setting strict error checking at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"strict error checking on, caught the following error or warning. could not open file.",,,FALSE,,"Error: FailRenderException : Strict error checking on, caught the following error or warning.
Warning: file: C:/Users/sir.render/AppData/Local/Temp/tmp51EF.tmp line 49: Could not open file. : F:/SIMON/Dropbox/JP_mayaCams/JP_dollyCamRig.ma
If this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking.
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA12-_I02\plugins\606f18a5a5893352447a79ad\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA12-_I02\plugins\606f18a5a5893352447a79ad\MayaBatch.py"", line 1361, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA12-_I02\plugins\606f18a5a5893352447a79ad\MayaBatch.py"", line 2668, in HandleErrorMessage
self.deadlinePlugin.FailRender( ""Strict error checking on, caught the following error or warning.\n"" + errorMessage + ""\nIf this error message is unavoidable but not fatal, please email support@thinkboxsoftware.com with the error message, and disable the Maya job setting Strict Error Checking."" )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
93,error rendering was internally aborted at message file line in rendertasks file line in file line in at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,rendering was internally aborted,,,FALSE,,"Error: FailRenderException : Rendering was internally aborted
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE01\plugins\60756231de568832803ab962\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE01\plugins\60756231de568832803ab962\MayaBatch.py"", line 1361, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\GPUNODE01\plugins\60756231de568832803ab962\MayaBatch.py"", line 2596, in HandleFatalError
self.deadlinePlugin.FailRender( self.GetRegexMatch(0) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
94,error redshift failed to init cuda at message file line in rendertasks file line in file line in at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,failed to init cuda,,,FALSE,,"Error: FailRenderException : [Redshift] Failed to init CUDA (CUDA_ERROR_UNKNOWN)
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA22\plugins\60896d002b04ba1c902e01cd\MayaBatch.py"", line 1200, in RenderTasks
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA22\plugins\60896d002b04ba1c902e01cd\MayaBatch.py"", line 1361, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA22\plugins\60896d002b04ba1c902e01cd\MayaBatch.py"", line 2596, in HandleFatalError
self.deadlinePlugin.FailRender( self.GetRegexMatch(0) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,MayaBatch
95,error error unexpected in nanind at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,unexpected <> in <>,,,FALSE,,"Error: FailRenderException : >>> [11:10.17] ERROR: Camera1.translate: unexpected '(' in ""-nan(ind)""
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE01\plugins\607ffa0a33437a4eb4b7270e\Nuke.py"", line 262, in RenderTasks
self.WritePython(scriptContents)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE01\plugins\607ffa0a33437a4eb4b7270e\Nuke.py"", line 39, in WritePython
self.WaitForProcess()
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE01\plugins\607ffa0a33437a4eb4b7270e\Nuke.py"", line 46, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE01\plugins\607ffa0a33437a4eb4b7270e\Nuke.py"", line 621, in HandleError
self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
96,memoryerror,memoryerror,,,FALSE,,MemoryError :,,,,,,,,,,,,,,,,Nuke
97,error error read psd layer compression type is not supported at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,psd layer compression type 8292 is not supported,,,FALSE,,"Error: FailRenderException : >>> [10:04.10] ERROR: Read1: //bstorage/projects/NJ/04_PRODUCTION/NJ02_GREEN_EYED_NOVA/10_COMPOSITING/0530_NJ02_COMP/PSD BG/NJ_S_PS_INT_FANMAIL_STOREROOM.psd: psd layer compression type 8292 is not supported
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA17-_I08\plugins\6058cc0fcada8c0c58e6f6b0\Nuke.py"", line 262, in RenderTasks
self.WritePython(scriptContents)
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA17-_I08\plugins\6058cc0fcada8c0c58e6f6b0\Nuke.py"", line 39, in WritePython
self.WaitForProcess()
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA17-_I08\plugins\6058cc0fcada8c0c58e6f6b0\Nuke.py"", line 46, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\sir.render\AppData\Local\Thinkbox\Deadline10\slave\CONA17-_I08\plugins\6058cc0fcada8c0c58e6f6b0\Nuke.py"", line 621, in HandleError
self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
98,event error onjoberror the event sandbox has not been initialized yet the sandbox must be initialized before sending commands,the event sandbox has not been initialized yet the sandbox must be initialized before sending commands,,,FALSE,,Event Error (OnJobError): The Event Sandbox has not been initialized yet. The Sandbox must be initialized before sending commands.,,,,,,,,,,,,,,,,Nuke
99,interfaceerror connection already closed,interfaceerror connection already closed,,,FALSE,,Event Error (OnJobError): InterfaceError : connection already closed,,,,,,,,,,,,,,,,Nuke
100,value cannot be null parameter key,value cannot be null parameter key,,,FALSE,,Value cannot be null. (Parameter 'key'),,,,,,,,,,,,,,,,Nuke
101,error error read invalid argument at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,error invalid argument,,,FALSE,,"Error: FailRenderException : >>> [10:31.50] ERROR: Read3: Invalid argument
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE03-_I02\plugins\60489fda4494f83b40dc1e9f\Nuke.py"", line 262, in RenderTasks
self.WritePython(scriptContents)
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE03-_I02\plugins\60489fda4494f83b40dc1e9f\Nuke.py"", line 39, in WritePython
self.WaitForProcess()
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE03-_I02\plugins\60489fda4494f83b40dc1e9f\Nuke.py"", line 46, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\Administrator\AppData\Local\Thinkbox\Deadline10\slave\NUKENODE03-_I02\plugins\60489fda4494f83b40dc1e9f\Nuke.py"", line 621, in HandleError
self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args)
at __FranticX_GenericDelegate0Dispatcher.Invoke()
at Deadline.Plugins.DeadlinePlugin.RenderTasks()
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
102,event error onjobsubmitted exception scenefile is blank,error: scenefile is blank,,,FALSE,,Event Error (OnJobSubmitted): Exception : SceneFile is blank,,,,,,,,,,,,,,,,Nuke
103,error windowserror error cannot create file when that file already exists at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,cannot create a file when that file already exists,,,FALSE,,"Error: FailRenderException : WindowsError: [Error 183] Cannot create a file when that file already exists: '//bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/01.COMP/NJ03/2310_NJ03/exr'
at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException) 
File ""C:\Users\jon.tennent\AppData\Local\Thinkbox\Deadline10\slave\CONA03-_I06\plugins\607562ab645c05662ca36e60\Nuke.py"", line 262, in RenderTasks
self.WritePython(scriptContents)
File ""C:\Users\jon.tennent\AppData\Local\Thinkbox\Deadline10\slave\CONA03-_I06\plugins\607562ab645c05662ca36e60\Nuke.py"", line 39, in WritePython
self.WaitForProcess()
File ""C:\Users\jon.tennent\AppData\Local\Thinkbox\Deadline10\slave\CONA03-_I06\plugins\607562ab645c05662ca36e60\Nuke.py"", line 42, in WaitForProcess
self.FlushMonitoredManagedProcessStdout( self.ProcessName )
File ""C:\Users\jon.tennent\AppData\Local\Thinkbox\Deadline10\slave\CONA03-_I06\plugins\607562ab645c05662ca36e60\Nuke.py"", line 621, in HandleError
self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )
at Python.Runtime.Dispatcher.Dispatch(ArrayList args) 
at __FranticX_GenericDelegate0Dispatcher.Invoke() 
at Deadline.Plugins.DeadlinePlugin.RenderTasks() 
at Deadline.Plugins.DeadlinePlugin.DoRenderTasks() 
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel) 
at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
